263.069, 130.705, 8.365, 10.517 False
262.791, 130.696, 8.364, 10.550 False
262.512, 130.686, 8.363, 10.583 False
262.234, 130.677, 8.362, 10.616 False
261.955, 130.667, 8.362, 10.649 False
261.676, 130.657, 8.361, 10.682 False
261.398, 130.647, 8.360, 10.715 False
261.119, 130.638, 8.360, 10.748 False
260.841, 130.627, 8.359, 10.781 False
260.563, 130.617, 8.358, 10.814 False
260.284, 130.606, 8.358, 10.847 False
260.006, 130.595, 8.357, 10.880 False
259.727, 130.585, 8.357, 10.913 False
259.449, 130.574, 8.356, 10.946 False
259.171, 130.563, 8.355, 10.979 False
258.893, 130.552, 8.355, 11.012 False
258.614, 130.541, 8.354, 11.045 False
258.336, 130.530, 8.354, 11.078 False
258.058, 130.519, 8.353, 11.111 False
257.780, 130.508, 8.353, 11.144 False
257.501, 130.497, 8.352, 11.177 False
257.223, 130.485, 8.352, 11.210 False
256.945, 130.474, 8.351, 11.243 False
256.667, 130.463, 8.351, 11.276 False
256.389, 130.451, 8.351, 11.309 False
256.111, 130.440, 8.350, 11.342 False
255.833, 130.428, 8.350, 11.375 False
255.555, 130.417, 8.349, 11.408 False
255.276, 130.405, 8.349, 11.441 False
254.998, 130.393, 8.348, 11.474 False
254.720, 130.382, 8.348, 11.507 False
254.442, 130.370, 8.348, 11.540 False
254.164, 130.358, 8.347, 11.573 False
253.886, 130.346, 8.347, 11.606 False
253.608, 130.334, 8.347, 11.639 False
253.330, 130.322, 8.346, 11.672 False
253.053, 130.310, 8.346, 11.705 False
252.775, 130.299, 8.346, 11.738 False
252.497, 130.287, 8.345, 11.771 False
252.219, 130.275, 8.345, 11.804 False
251.941, 130.263, 8.345, 11.837 False
251.663, 130.251, 8.344, 11.870 False
251.385, 130.239, 8.344, 11.903 False
251.107, 130.227, 8.344, 11.936 False
250.829, 130.215, 8.344, 11.969 False
250.551, 130.203, 8.343, 12.002 False
250.274, 130.190, 8.343, 12.035 False
249.996, 130.178, 8.343, 12.068 False
249.718, 130.166, 8.343, 12.101 False
249.440, 130.154, 8.342, 12.134 False
249.162, 130.142, 8.342, 12.167 False
248.885, 130.130, 8.342, 12.200 False
248.607, 130.118, 8.342, 12.233 False
248.329, 130.106, 8.341, 12.266 False
248.051, 130.094, 8.341, 12.299 False
247.773, 130.082, 8.341, 12.332 False
247.496, 130.070, 8.341, 12.365 False
247.218, 130.058, 8.341, 12.398 False
246.940, 130.046, 8.340, 12.431 False
246.662, 130.034, 8.340, 12.464 False
246.385, 130.022, 8.340, 12.497 False
246.107, 130.011, 8.340, 12.530 False
245.829, 129.999, 8.340, 12.563 False
245.551, 129.987, 8.340, 12.596 False
245.274, 129.975, 8.339, 12.629 False
244.996, 129.963, 8.339, 12.662 False
244.718, 129.952, 8.339, 12.695 False
244.440, 129.940, 8.339, 12.728 False
244.163, 129.928, 8.339, 12.761 False
243.885, 129.917, 8.339, 12.794 False
243.607, 129.905, 8.338, 12.827 False
243.330, 129.893, 8.338, 12.860 False
243.052, 129.882, 8.338, 12.893 False
242.774, 129.870, 8.338, 12.926 False
242.497, 129.859, 8.338, 12.959 False
242.219, 129.848, 8.338, 12.992 False
241.941, 129.836, 8.338, 13.025 False
241.663, 129.825, 8.338, 13.058 False
241.386, 129.814, 8.337, 13.091 False
241.108, 129.803, 8.337, 13.124 False
240.830, 129.792, 8.337, 13.157 False
240.553, 129.781, 8.337, 13.190 False
240.275, 129.770, 8.337, 13.223 False
239.997, 129.759, 8.337, 13.256 False
239.720, 129.748, 8.337, 13.289 False
239.442, 129.737, 8.337, 13.322 False
239.164, 129.726, 8.337, 13.355 False
238.886, 129.715, 8.337, 13.388 False
238.609, 129.705, 8.336, 13.421 False
238.331, 129.694, 8.336, 13.454 False
238.053, 129.684, 8.336, 13.487 False
237.776, 129.673, 8.336, 13.520 False
237.498, 129.663, 8.336, 13.553 False
237.220, 129.653, 8.336, 13.586 False
236.943, 129.642, 8.336, 13.619 False
236.665, 129.632, 8.336, 13.652 False
236.387, 129.622, 8.336, 13.685 False
236.110, 129.612, 8.336, 13.718 False
235.832, 129.602, 8.336, 13.751 False
235.554, 129.592, 8.336, 13.784 False
235.276, 129.582, 8.336, 13.817 False
234.999, 129.573, 8.335, 13.850 False
234.721, 129.563, 8.335, 13.883 False
234.443, 129.553, 8.335, 13.916 False
234.166, 129.544, 8.335, 13.949 False
233.888, 129.535, 8.335, 13.982 False
233.610, 129.525, 8.335, 14.015 False
233.333, 129.516, 8.335, 14.048 False
233.055, 129.507, 8.335, 14.081 False
232.777, 129.498, 8.335, 14.114 False
232.499, 129.489, 8.335, 14.147 False
232.222, 129.480, 8.335, 14.180 False
231.944, 129.471, 8.335, 14.213 False
231.666, 129.462, 8.335, 14.246 False
231.389, 129.453, 8.335, 14.279 False
231.111, 129.445, 8.335, 14.312 False
230.833, 129.436, 8.335, 14.345 False
230.556, 129.428, 8.335, 14.378 False
230.278, 129.420, 8.335, 14.411 False
230.000, 129.411, 8.335, 14.444 False
229.722, 129.403, 8.335, 14.477 False
229.445, 129.395, 8.334, 14.510 False
229.167, 129.387, 8.334, 14.543 False
228.889, 129.379, 8.334, 14.576 False
228.612, 129.371, 8.334, 14.609 False
228.334, 129.364, 8.334, 14.642 False
228.056, 129.356, 8.334, 14.675 False
227.779, 129.349, 8.334, 14.708 False
227.501, 129.342, 8.334, 14.741 False
227.223, 129.335, 8.334, 14.774 False
226.945, 129.328, 8.334, 14.807 False
226.668, 129.321, 8.334, 14.840 False
226.390, 129.314, 8.334, 14.873 False
226.112, 129.307, 8.334, 14.906 False
225.835, 129.300, 8.334, 14.939 False
225.557, 129.294, 8.334, 14.972 False
225.279, 129.287, 8.334, 15.005 False
225.001, 129.281, 8.334, 15.038 False
224.724, 129.275, 8.334, 15.071 False
224.446, 129.268, 8.334, 15.104 False
224.168, 129.262, 8.334, 15.137 False
223.890, 129.256, 8.334, 15.170 False
223.613, 129.250, 8.334, 15.203 False
223.335, 129.244, 8.334, 15.236 False
223.057, 129.239, 8.334, 15.269 False
222.779, 129.233, 8.334, 15.302 False
222.502, 129.227, 8.334, 15.335 False
222.224, 129.222, 8.334, 15.368 False
221.946, 129.216, 8.334, 15.401 False
221.669, 129.211, 8.334, 15.434 False
221.391, 129.206, 8.334, 15.467 False
221.113, 129.201, 8.334, 15.500 False
220.835, 129.196, 8.334, 15.533 False
220.558, 129.191, 8.334, 15.566 False
220.280, 129.186, 8.334, 15.599 False
220.002, 129.181, 8.334, 15.632 False
219.724, 129.177, 8.334, 15.665 False
219.447, 129.172, 8.334, 15.698 False
219.169, 129.168, 8.334, 15.731 False
218.891, 129.163, 8.334, 15.764 False
218.613, 129.159, 8.334, 15.797 False
218.336, 129.155, 8.334, 15.830 False
218.058, 129.151, 8.334, 15.863 False
217.780, 129.147, 8.334, 15.896 False
217.502, 129.143, 8.334, 15.929 False
217.225, 129.139, 8.333, 15.962 False
216.947, 129.135, 8.333, 15.995 False
216.669, 129.132, 8.333, 16.028 False
216.391, 129.128, 8.333, 16.061 False
216.113, 129.125, 8.333, 16.094 False
215.836, 129.121, 8.333, 16.127 False
215.558, 129.118, 8.333, 16.160 False
215.280, 129.115, 8.333, 16.193 False
215.002, 129.112, 8.333, 16.226 False
214.725, 129.109, 8.333, 16.259 False
214.447, 129.106, 8.333, 16.292 False
214.169, 129.103, 8.333, 16.325 False
213.891, 129.100, 8.333, 16.358 False
213.614, 129.098, 8.333, 16.391 False
213.336, 129.095, 8.333, 16.424 False
213.058, 129.092, 8.333, 16.457 False
212.780, 129.090, 8.333, 16.490 False
212.502, 129.088, 8.333, 16.523 False
212.225, 129.086, 8.333, 16.556 False
211.947, 129.083, 8.333, 16.589 False
211.669, 129.081, 8.333, 16.622 False
211.391, 129.079, 8.333, 16.655 False
211.114, 129.077, 8.333, 16.688 False
210.836, 129.076, 8.333, 16.721 False
210.558, 129.074, 8.333, 16.754 False
210.280, 129.072, 8.333, 16.787 False
210.002, 129.071, 8.333, 16.820 False
209.725, 129.069, 8.333, 16.853 False
209.447, 129.068, 8.333, 16.886 False
209.169, 129.066, 8.333, 16.919 False
208.891, 129.065, 8.333, 16.952 False
208.614, 129.064, 8.333, 16.985 False
208.336, 129.063, 8.333, 17.018 False
208.058, 129.062, 8.333, 17.051 False
207.780, 129.061, 8.333, 17.084 False
207.502, 129.060, 8.333, 17.117 False
207.225, 129.059, 8.333, 17.150 False
206.947, 129.059, 8.333, 17.183 False
206.669, 129.059, 8.333, 17.216 False
206.391, 129.058, 8.333, 17.249 False
206.114, 129.058, 8.333, 17.282 False
205.836, 129.058, 8.333, 17.315 False
205.558, 129.058, 8.333, 17.348 False
205.280, 129.058, 8.333, 17.381 False
205.003, 129.058, 8.333, 17.414 False
204.725, 129.058, 8.333, 17.447 False
204.447, 129.058, 8.333, 17.480 False
204.169, 129.059, 8.333, 17.513 False
203.891, 129.059, 8.333, 17.546 False
203.614, 129.059, 8.333, 17.579 False
203.336, 129.060, 8.333, 17.612 False
203.058, 129.060, 8.333, 17.645 False
202.780, 129.061, 8.333, 17.678 False
202.503, 129.062, 8.333, 17.711 False
202.225, 129.063, 8.333, 17.744 False
201.947, 129.063, 8.333, 17.777 False
201.669, 129.064, 8.333, 17.810 False
201.391, 129.065, 8.333, 17.843 False
201.114, 129.066, 8.333, 17.876 False
200.836, 129.067, 8.333, 17.909 False
200.558, 129.068, 8.333, 17.942 False
200.280, 129.069, 8.333, 17.975 False
200.003, 129.071, 8.333, 18.008 False
199.725, 129.072, 8.333, 18.041 False
199.447, 129.073, 8.333, 18.074 False
199.169, 129.075, 8.333, 18.107 False
198.891, 129.076, 8.333, 18.140 False
198.614, 129.078, 8.333, 18.173 False
198.336, 129.079, 8.333, 18.206 False
198.058, 129.081, 8.333, 18.239 False
197.780, 129.082, 8.333, 18.272 False
197.503, 129.084, 8.333, 18.305 False
197.225, 129.086, 8.333, 18.338 False
196.947, 129.088, 8.333, 18.371 False
196.669, 129.090, 8.333, 18.404 False
196.391, 129.092, 8.333, 18.437 False
196.114, 129.094, 8.333, 18.470 False
195.836, 129.096, 8.333, 18.503 False
195.558, 129.098, 8.333, 18.536 False
195.280, 129.100, 8.333, 18.569 False
195.003, 129.102, 8.333, 18.602 False
194.725, 129.104, 8.333, 18.635 False
194.447, 129.106, 8.333, 18.668 False
194.169, 129.109, 8.333, 18.701 False
193.892, 129.111, 8.333, 18.734 False
193.614, 129.113, 8.333, 18.767 False
193.336, 129.116, 8.333, 18.800 False
193.058, 129.118, 8.333, 18.833 False
192.780, 129.121, 8.333, 18.866 False
192.503, 129.123, 8.333, 18.899 False
192.225, 129.126, 8.333, 18.932 False
191.947, 129.129, 8.333, 18.965 False
191.669, 129.131, 8.333, 18.998 False
191.392, 129.134, 8.333, 19.031 False
191.114, 129.137, 8.333, 19.064 False
190.836, 129.139, 8.333, 19.097 False
190.558, 129.142, 8.333, 19.130 False
190.280, 129.145, 8.333, 19.163 False
190.003, 129.148, 8.333, 19.196 False
189.725, 129.151, 8.333, 19.229 False
189.447, 129.154, 8.333, 19.262 False
189.170, 129.157, 8.333, 19.295 False
188.892, 129.160, 8.333, 19.328 False
188.614, 129.163, 8.333, 19.361 False
188.336, 129.166, 8.333, 19.394 False
188.059, 129.169, 8.333, 19.427 False
187.781, 129.172, 8.333, 19.460 False
187.503, 129.175, 8.333, 19.493 False
187.225, 129.178, 8.333, 19.526 False
186.948, 129.181, 8.333, 19.559 False
186.670, 129.185, 8.333, 19.592 False
186.392, 129.188, 8.333, 19.625 False
186.114, 129.191, 8.333, 19.658 False
185.837, 129.194, 8.333, 19.691 False
185.559, 129.198, 8.333, 19.724 False
185.281, 129.201, 8.333, 19.757 False
185.004, 129.204, 8.333, 19.790 False
184.726, 129.208, 8.333, 19.823 False
184.448, 129.211, 8.333, 19.856 False
184.170, 129.214, 8.333, 19.889 False
183.893, 129.218, 8.333, 19.922 False
183.615, 129.221, 8.333, 19.955 False
183.337, 129.224, 8.333, 19.988 False
183.059, 129.228, 8.333, 20.021 False
182.782, 129.231, 8.333, 20.054 False
182.504, 129.235, 8.333, 20.087 False
182.226, 129.238, 8.330, 20.120 False
181.949, 129.242, 8.310, 20.153 False
181.673, 129.246, 8.281, 20.186 False
181.399, 129.249, 8.228, 20.219 False
181.127, 129.253, 8.143, 20.252 False
180.859, 129.257, 8.033, 20.285 False
180.595, 129.260, 7.903, 20.318 False
180.336, 129.264, 7.759, 20.351 False
180.083, 129.267, 7.605, 20.384 False
179.834, 129.271, 7.441, 20.417 False
179.591, 129.274, 7.276, 20.450 False
179.354, 129.277, 7.113, 20.483 False
179.121, 129.281, 6.960, 20.516 False
178.894, 129.284, 6.815, 20.549 False
178.670, 129.287, 6.683, 20.582 False
178.451, 129.290, 6.559, 20.615 False
178.235, 129.293, 6.447, 20.648 False
178.023, 129.296, 6.340, 20.681 False
177.814, 129.298, 6.244, 20.714 False
177.608, 129.301, 6.151, 20.747 False
177.405, 129.304, 6.066, 20.780 False
177.205, 129.307, 5.982, 20.813 False
177.007, 129.309, 5.904, 20.846 False
176.812, 129.312, 5.828, 20.879 False
